ID,Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Industry_Status,Occupation_Status,Race,Hispanic_Origin,Martial_Status,Household_Summary,Citizenship,Birth_Country,Birth_Country (Father),Birth_Country (Mother),Tax_Status,Income
TRAIN_02370,48,1,Elementary(1-6),Full-Time,52,Retail,Services,White, Mexican (Mexicano),Single,Other relative of householder,Native,US,Mexico,Mexico,Single,600
TRAIN_02371,48,1,High,Full-Time,26,Manufacturing (Non-durable),Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),500
TRAIN_02372,24,1,,Full-Time,30,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Single,Child 18 or older,Native,US,US,US,Single,985
TRAIN_02375,17,0,,Full-Time,19,Medical (except Hospitals),Services,White, All other,Single,Child under 18 never married,Native,US,US,US,Single,450
TRAIN_02376,28,1,High,Full-Time,26,Medical (except Hospitals),Admin Support (include Clerical),White, Central or South American,Married,Spouse of householder,Native,US,Dominican-Republic,Dominican-Republic,Married Filling Jointly both under 65 (MFJ),600
TRAIN_02377,40,0,,Full-Time,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1280
TRAIN_02378,35,0,,Full-Time,52,Retail,Professional,White, All other,Single,Householder,Native,US,US,US,Single,575
TRAIN_02379,30,0,,Children or Armed Forces,26,Medical (except Hospitals),Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1300
TRAIN_02380,70,0,High,Full-Time,52,Retail,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both over 65 (MFJ),800
TRAIN_02381,31,0,,Full-Time,52,Hospitals,Technicians & Support,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),953
TRAIN_02382,52,1,High,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, All other,Divorced,Householder,Native,US,US,US,Single,1102
TRAIN_02383,34,0,,Full-Time,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Householder,Foreign-born (Naturalized US Citizen),Portugal,Portugal,Portugal,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02384,23,1,,Children or Armed Forces,16,Education,Management,White, All other,Single,Householder,Foreign-born (Non-US Citizen),Canada,Canada,Canada,Single,1000
TRAIN_02385,22,0,High,Choice Part-Time,24,Retail,Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),900
TRAIN_02386,52,0,,Children or Armed Forces,52,Manufacturing (Non-durable),Craft & Repair,White, All other,Married,Householder,Foreign-born (Naturalized US Citizen),Poland,Poland,Poland,Married Filling Jointly both under 65 (MFJ),1575
TRAIN_02387,39,1,High,Children or Armed Forces,52,Finance Insurance & Real Estate,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02388,49,1,High,Full-Time,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1866
TRAIN_02389,33,0,,Children or Armed Forces,52,Construction,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02390,47,1,High,Full-Time,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Single,Householder,Native,US,US,US,Single,984
TRAIN_02392,26,1,,Children or Armed Forces,49,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),550
TRAIN_02394,25,0,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),967
TRAIN_02395,20,0,High,Children or Armed Forces,40,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Separated,Child 18 or older,Native,US,US,US,Single,650
TRAIN_02396,51,0,,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),2026
TRAIN_02397,34,1,,Children or Armed Forces,52,Hospitals,Professional,White, All other,Married,Householder,Native,US,Italy,US,Married Filling Jointly both under 65 (MFJ),1710
TRAIN_02398,26,1,,Full-Time,44,Education,Professional,White, Mexican-American,Single,Householder,Native,US,US,US,Single,1020
TRAIN_02399,45,0,High,Choice Part-Time,7,Construction,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1200
TRAIN_02400,60,0,High,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02401,34,1,High,Full-Time,52,Manufacturing (Durable),Handlers/Cleaners,Asian/Pacific, All other,Married,Spouse of householder,Foreign-born (Naturalized US Citizen),Laos,Laos,Laos,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02402,42,0,High,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1100
TRAIN_02403,49,1,,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,Black, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),721
TRAIN_02404,31,1,High,Full-Time,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),900
TRAIN_02405,58,0,,Full-Time,52,Business & Repair,Admin Support (include Clerical),White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),900
TRAIN_02406,49,0,High,Full-Time,52,Business & Repair,Services,Black, All other,Separated,Householder,Native,US,US,US,Head of Household (HOH),715
TRAIN_02407,49,1,,Full-Time,39,Education,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,Unknown,US,Single,687
TRAIN_02408,54,1,High,Full-Time,52,Personal Services (except Private Household),Services,Asian/Pacific, All other,Single,Nonrelative of householder,Foreign-born (Non-US Citizen),Trinadad&Tobago,Trinadad&Tobago,Trinadad&Tobago,Single,500
TRAIN_02409,40,1,,Full-Time,52,Hospitals,Services,White, All other,Widowed,Householder,Native,US,US,US,Single,718
TRAIN_02410,32,1,,Children or Armed Forces,52,Forestry & Fisheries,Technicians & Support,White, Other Spanish,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1250
TRAIN_02412,45,1,High,Part-Time (Usually Full-Time),49,Private Household Services,Private Household Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),500
TRAIN_02413,21,1,,Children or Armed Forces,6,Finance Insurance & Real Estate,Sales,White, All other,Single,Child 18 or older,Native,US,US,US,Single,500
TRAIN_02414,53,1,,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,Italy,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02416,29,1,,Children or Armed Forces,52,Public Administration,Professional,White, All other,Single,Householder,Native,US,US,US,Single,1425
TRAIN_02417,17,0,High,Children or Armed Forces,0,Personal Services (except Private Household),Admin Support (include Clerical),Black, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler,800
TRAIN_02418,34,0,,Children or Armed Forces,52,Agriculture,Technicians & Support,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02420,24,1,,Full-Time,52,Personal Services (except Private Household),Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,US,Single,700
TRAIN_02421,25,0,,Full-Time,52,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single,500
TRAIN_02422,19,1,High,Children or Armed Forces,0,Private Household Services,Private Household Services,White, All other,Single,Child 18 or older,Native,US,US,US,Nonfiler,300
TRAIN_02425,19,1,,Children or Armed Forces,52,Retail,Sales,White, All other,Single,Child 18 or older,Native,US,US,US,Single,700
TRAIN_02427,27,1,High,Children or Armed Forces,26,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),465
TRAIN_02428,18,1,High,Full-Time,8,Construction,Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,US,Nonfiler,525
TRAIN_02429,43,1,,Children or Armed Forces,52,Business & Repair,Management,Black, All other,Divorced,Householder,Native,US,US,US,Single,800
TRAIN_02430,23,1,High,Full-Time,52,Medical (except Hospitals),Services,White, All other,Single,Other relative of householder,Native,US,US,US,Single,600
TRAIN_02431,42,1,High,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),976
TRAIN_02432,43,0,,Children or Armed Forces,52,Education,Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1600
TRAIN_02433,26,1,High,Children or Armed Forces,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02434,47,0,High,Full-Time,52,Retail,Handlers/Cleaners,Black, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1950
TRAIN_02435,43,1,,Children or Armed Forces,0,Public Administration,Management,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02436,34,0,High,Children or Armed Forces,52,Construction,Handlers/Cleaners,Black, All other,Single,Nonrelative of householder,Native,US,US,US,Single,1100
TRAIN_02437,54,0,High,Children or Armed Forces,52,Manufacturing (Non-durable),Craft & Repair,White, All other,Divorced,Householder,Native,US,US,US,Single,0
TRAIN_02438,46,0,,Children or Armed Forces,52,Transportation,Technicians & Support,White, All other,Single,Householder,Native,US,US,US,Single,6500
TRAIN_02439,28,0,High,Children or Armed Forces,52,Manufacturing (Non-durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),675
TRAIN_02440,28,1,,Children or Armed Forces,52,Communications,Admin Support (include Clerical),White, All other,Single,Householder,Native,US,US,US,Single,1142
TRAIN_02442,42,1,,Children or Armed Forces,36,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),800
TRAIN_02444,24,1,,Children or Armed Forces,52,Social Services,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single,475
TRAIN_02445,18,1,High,Children or Armed Forces,28,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single,465
TRAIN_02446,59,0,,Children or Armed Forces,52,Finance Insurance & Real Estate,Management,Black, All other,Married,Householder,Foreign-born (Naturalized US Citizen),Unknown,Unknown,Unknown,Married Filling Jointly both under 65 (MFJ),1400
TRAIN_02447,31,0,,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single,800
TRAIN_02448,28,0,,Children or Armed Forces,52,Hospitals,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),700
TRAIN_02449,21,1,,Full-Time,30,Education,Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,US,Single,575
TRAIN_02450,40,0,,Choice Part-Time,52,Manufacturing (Non-durable),Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02452,42,0,,Full-Time,52,Wholesale,Sales,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02453,23,0,,Children or Armed Forces,40,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),500
TRAIN_02454,48,1,High,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Widowed,Householder,Native,US,US,US,Single,725
TRAIN_02456,49,0,,Children or Armed Forces,52,Education,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,Canada,Married Filling Jointly both under 65 (MFJ),1200
TRAIN_02457,42,0,Elementary(1-6),Children or Armed Forces,52,Agriculture,Farming & Forestry & Fishing,White, All other,Married,Spouse of householder,Foreign-born (Non-US Citizen),Canada,Canada,Canada,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02458,42,1,High,Children or Armed Forces,52,Manufacturing (Non-durable),Craft & Repair,Black, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),900
TRAIN_02459,51,1,,Full-Time,52,Hospitals,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1500
TRAIN_02461,27,1,,Children or Armed Forces,34,Finance Insurance & Real Estate,Professional,White, All other,Single,Householder,Foreign-born (Naturalized US Citizen),Unknown,Unknown,Unknown,Single,1800
TRAIN_02462,31,1,High,Full-Time,52,Manufacturing (Non-durable),Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),600
TRAIN_02463,36,0,High,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1375
TRAIN_02464,38,0,,Full-Time,52,Communications,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),3000
TRAIN_02465,34,1,,Full-Time,52,Hospitals,Professional,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),1811
TRAIN_02467,38,0,,Children or Armed Forces,0,Not in universe or children,Unknown,Other, Puerto Rican,Married,Householder,Native (Born in Puerto Rico or US Outlying),Puerto-Rico,Puerto-Rico,Puerto-Rico,Nonfiler,0
TRAIN_02469,34,1,High,Children or Armed Forces,52,Business & Repair,Admin Support (include Clerical),White, All other,Separated,Householder,Native,US,US,US,Single,425
TRAIN_02470,50,0,,Full-Time,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Spouse of householder,Native,US,Unknown,Unknown,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02471,39,0,,Full-Time,52,Entertainment,Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02472,35,1,,Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, Central or South American,Married,Spouse of householder,Foreign-born (Non-US Citizen),El-Salvador,El-Salvador,El-Salvador,Married Filling Jointly both under 65 (MFJ),700
TRAIN_02473,17,0,High,Seeking Part-Time,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler,0
TRAIN_02475,25,1,,Children or Armed Forces,52,Hospitals,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02477,21,0,High,Children or Armed Forces,15,Hospitals,Admin Support (include Clerical),Black, All other,Single,Child 18 or older,Native,US,US,US,Single,500
TRAIN_02478,67,0,,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Widowed,Householder,Native,US,US,US,Single,0
TRAIN_02479,42,0,,Choice Part-Time,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Divorced,Householder,Native,US,US,US,Single,1335
TRAIN_02480,23,1,High,Children or Armed Forces,52,Hospitals,Admin Support (include Clerical),White, Cuban,Divorced,Child 18 or older,Foreign-born (Non-US Citizen),Cuba,Cuba,Cuba,Single,700
TRAIN_02482,18,0,High,Children or Armed Forces,40,Social Services,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single,470
TRAIN_02484,41,1,,Full-Time,15,Education,Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),650
TRAIN_02485,44,0,High,Children or Armed Forces,52,Medical (except Hospitals),Services,White, All other,Single,Householder,Native,US,US,US,Head of Household (HOH),865
TRAIN_02486,30,0,,Children or Armed Forces,52,Public Administration,Protective Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1400
TRAIN_02487,53,0,High,Children or Armed Forces,52,Retail,Sales,White, All other,Single,Householder,Native,US,US,US,Single,550
TRAIN_02488,35,1,,Full-Time,52,Utilities & Sanitary,Management,White, All other,Widowed,Householder,Native,US,US,US,Single,0
TRAIN_02490,23,0,High,Children or Armed Forces,52,Retail,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single,700
TRAIN_02492,53,0,,Children or Armed Forces,52,Utilities & Sanitary,Craft & Repair,White, Cuban,Divorced,Householder,Foreign-born (Naturalized US Citizen),Cuba,Cuba,Cuba,Single,1100
TRAIN_02493,24,0,High,Full-Time,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Single,Householder,Native,US,US,US,Single,820
TRAIN_02495,25,0,High,Children or Armed Forces,36,Business & Repair,Handlers/Cleaners,White, Mexican (Mexicano),Married (Spouse Absent),Nonrelative of householder,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Single,450
TRAIN_02496,46,1,,Full-Time,52,Medical (except Hospitals),Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),886
TRAIN_02497,34,0,,Full-Time,52,Transportation,Admin Support (include Clerical),White, All other,Single,Householder,Native,US,US,US,Single,1400
TRAIN_02498,47,1,High,Children or Armed Forces,52,Manufacturing (Durable),Handlers/Cleaners,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1000
TRAIN_02499,39,1,,Children or Armed Forces,52,Finance Insurance & Real Estate,Sales,White, All other,Divorced,Householder,Native,US,US,US,Single,900
TRAIN_02500,24,1,,Full-Time,52,Business & Repair,Craft & Repair,White, All other,Divorced,Nonrelative of householder,Native,US,US,US,Single,435
TRAIN_02501,23,1,,Full-Time,52,Personal Services (except Private Household),Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),600
TRAIN_02502,31,0,High,Part-Time (Usually Full-Time),28,Retail,Sales,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single,825
TRAIN_02503,52,0,,Choice Part-Time,52,Education,Admin Support (include Clerical),White, Puerto Rican,Married,Spouse of householder,Native (Born in Puerto Rico or US Outlying),Puerto-Rico,Puerto-Rico,Puerto-Rico,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02504,29,1,,Full-Time,52,Education,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1350
TRAIN_02505,59,1,,Part-Time (Usually Full-Time),52,Medical (except Hospitals),Technicians & Support,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1400
TRAIN_02506,44,1,High,Children or Armed Forces,52,Retail,Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),915
TRAIN_02507,46,0,,Children or Armed Forces,52,Public Administration,Technicians & Support,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1550
TRAIN_02508,26,1,High,Full-Time,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Single,Child 18 or older,Native,US,US,US,Single,740
TRAIN_02509,27,0,High,Full-Time,52,Transportation,Craft & Repair,White, Mexican (Mexicano),Married,Householder,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02510,45,1,High,Children or Armed Forces,52,Manufacturing (Non-durable),Management,White, All other,Separated,Householder,Native,US,US,US,Single,0
TRAIN_02511,74,1,,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Widowed,Other relative of householder,Native,US,US,US,Nonfiler,0
TRAIN_02513,25,0,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),775
TRAIN_02514,38,0,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Divorced,Nonrelative of householder,Native,US,US,US,Single,2200
TRAIN_02515,53,0,,Children or Armed Forces,52,Public Administration,Admin Support (include Clerical),Asian/Pacific, All other,Married,Spouse of householder,Foreign-born (Naturalized US Citizen),Philippines,Philippines,Philippines,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02516,34,0,High,Children or Armed Forces,52,Utilities & Sanitary,Craft & Repair,White, All other,Married,Householder,Foreign-born (Naturalized US Citizen),Germany,Germany,Germany,Married Filling Jointly both under 65 (MFJ),2141
TRAIN_02517,39,1,High,Full-Time,52,Hospitals,Technicians & Support,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1200
TRAIN_02519,51,1,,Full-Time,52,Medical (except Hospitals),Technicians & Support,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),1500
TRAIN_02520,50,0,High,Children or Armed Forces,0,Retail,Craft & Repair,White, Mexican (Mexicano),Widowed,Householder,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Single,800
TRAIN_02521,20,0,,Children or Armed Forces,40,Construction,Handlers/Cleaners,White, All other,Single,Householder,Native,US,US,US,Single,750
TRAIN_02522,37,0,High,Full-Time,20,Manufacturing (Durable),Craft & Repair,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single,850
TRAIN_02523,20,0,High,Full-Time,52,Mining,Handlers/Cleaners,White, All other,Single,Child 18 or older,Native,US,US,US,Single,550
TRAIN_02525,75,1,High,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Widowed,Householder,Native,US,US,US,Single,0
TRAIN_02526,45,0,,Full-Time,52,Manufacturing (Durable),Machine Operators & Inspectors,White, NA,Divorced,Householder,Native,US,US,US,Single,890
TRAIN_02527,24,1,,Children or Armed Forces,46,Personal Services (except Private Household),Management,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02528,51,0,High,Children or Armed Forces,52,Manufacturing (Non-durable),Transportation,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),770
TRAIN_02529,29,0,Elementary(1-6),Children or Armed Forces,28,Agriculture,Farming & Forestry & Fishing,White, Mexican-American,Married,Householder,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Married Filling Jointly both under 65 (MFJ),550
TRAIN_02530,42,1,,Full-Time,52,Business & Repair,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),750
TRAIN_02532,50,1,High,Full-Time,52,Business & Repair,Services,Black, All other,Divorced,Householder,Native,US,US,US,Single,910
TRAIN_02533,54,1,High,Choice Part-Time,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),650
TRAIN_02534,37,0,,Full-Time,52,Manufacturing (Durable),Transportation,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1300
TRAIN_02535,50,0,,Children or Armed Forces,52,Manufacturing (Non-durable),Professional,Black, All other,Married,Other relative of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02536,41,0,,Full-Time,52,Transportation,Machine Operators & Inspectors,White, Mexican (Mexicano),Married,Spouse of householder,Foreign-born (Non-US Citizen),Mexico,Mexico,Mexico,Married Filling Jointly both under 65 (MFJ),1100
TRAIN_02537,43,1,,Full-Time,52,Communications,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Single,1600
TRAIN_02538,60,1,,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02539,19,1,High,Children or Armed Forces,35,Social Services,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single,0
TRAIN_02540,22,0,,Full-Time,50,Education,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),425
TRAIN_02541,29,1,,Full-Time,52,Retail,Management,White, Cuban,Married,Spouse of householder,Foreign-born (Naturalized US Citizen),Cuba,Cuba,Cuba,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02542,23,1,High,Full-Time,52,Retail,Services,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single,0
TRAIN_02543,62,1,High,Children or Armed Forces,52,Manufacturing (Non-durable),Craft & Repair,Black, All other,Widowed,Householder,Native,US,US,US,Single,800
TRAIN_02545,47,0,,Children or Armed Forces,52,Manufacturing (Non-durable),Sales,Black, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),700
TRAIN_02546,32,1,,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, Central or South American,Separated,Householder,Foreign-born (Non-US Citizen),Columbia,Columbia,Columbia,Head of Household (HOH),495
TRAIN_02547,54,1,High,Full-Time,52,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly one over 65 & one under 65 (MFJ),800
TRAIN_02548,35,1,High,Full-Time,52,Retail,Services,White, All other,Separated,Householder,Native,US,US,US,Single,425
TRAIN_02549,20,1,,Children or Armed Forces,30,Not in universe or children,Unknown,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single,0
TRAIN_02551,43,1,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1050
TRAIN_02552,53,0,High,Full-Time,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),964
TRAIN_02553,34,1,High,Full-Time,0,Retail,Admin Support (include Clerical),White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02554,36,1,,Full-Time,52,Utilities & Sanitary,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),0
TRAIN_02556,22,0,High,Full-Time,52,Retail,Services,Black, All other,Single,Householder,Native,US,US,US,Head of Household (HOH),510
TRAIN_02557,34,0,,Full-Time,52,Manufacturing (Non-durable),Management,White, All other,Married,Householder,Native,US,Germany,Germany,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02558,31,1,High,Full-Time,52,Agriculture,Admin Support (include Clerical),White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH),550
TRAIN_02560,28,0,High,Children or Armed Forces,52,Retail,Services,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),500
TRAIN_02561,19,1,High,Full-Time,30,Social Services,Services,White, All other,Married,Child 18 or older,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
TRAIN_02562,31,1,,Full-Time,52,Retail,Services,White, All other,Separated,Householder,Native,US,US,US,Head of Household (HOH),425
TRAIN_02563,27,1,High,Children or Armed Forces,51,Business & Repair,Machine Operators & Inspectors,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single,0
TRAIN_02564,37,1,,Full-Time,52,Social Services,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1200
TRAIN_02565,50,0,,Full-Time,26,Retail,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),1784
TRAIN_02566,19,1,High,Children or Armed Forces,52,Retail,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),500
TRAIN_02567,35,0,High,Children or Armed Forces,52,Wholesale,Sales,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ),0
